word,sentiment_eng
frenético,anger
frenético,fear
frenético,negative
frenético,surprise
frenético,anger
frenético,fear
frenético,negative
frescura,positive
freza,anger
freza,negative
frialdad,anger
frialdad,disgust
frialdad,fear
frialdad,negative
frialdad,sadness
fríamente,negative
fricción,anger
frígida,negative
frígido,negative
frío,negative
frío,negative
frívolo,negative
fructífero,positive
frugal,positive
fruncir el ceño,negative
fruncir el ceño,sadness
frustración,anger
frustración,negative
frustrada,negative
frustrada,anger
frustrada,negative
frustrado,negative
frustrado,anger
frustrado,negative
frustrar,anger
frustrar,disgust
frustrar,negative
frustrar,sadness
frustrar,negative
frustrar,surprise
fuego,fear
fuego fatuo,fear
fuego fatuo,negative
fuego fatuo,sadness
fuego fatuo,surprise
fuelle,anger
fuera de lugar,negative
fuerte,trust
fuerte,disgust
fuertemente,negative
fuertemente,positive
fuerza,anger
fuerza,fear
fuerza,negative
fuerza,positive
fuerza,trust
fuga,negative
fuga,negative
fugitivo,anger
fugitivo,disgust
fugitivo,fear
fugitivo,negative
fugitivo,sadness
fugitivo,trust
fumador,negative
fundación,positive
fundamental,positive
fundamental,trust
fundamental,positive
funeral,sadness
furia,anger
furia,fear
furia,negative
furia,sadness
furiosamente,anger
furioso,anger
furioso,disgust
furioso,negative
furioso,anger
furioso,disgust
furioso,fear
furioso,negative
furor,anger
furor,negative
furtivo,anger
furtivo,fear
furtivo,negative
furtivo,surprise
furtivo,anticipation
furtivo,fear
furtivo,negative
furtivo,trust
fusible,positive
fusible,trust
fusión,positive
fusión de un reactor,negative
fusión de un reactor,sadness
fútbol,anticipation
fútbol,joy
fútbol,positive
fútil,negative
fútil,sadness
futilidad,negative
gabinete,positive
gabinete,trust
gaceta,positive
gaceta,trust
gaje,positive
galante,positive
galantería,positive
galas,positive
ganador,anticipation
ganador,joy
ganador,positive
ganador,surprise
ganancia,anticipation
ganancia,joy
ganancia,positive
ganancia inesperada,positive
ganancias,anticipation
ganancias,joy
ganancias,positive
ganando,positive
ganar,positive
gañida,anger
gañida,fear
gañida,negative
gañida,surprise
gañido,anger
gañido,fear
gañido,negative
gañido,surprise
garabatear,negative
garantía,positive
garantía,trust
garantía,positive
garantía,trust
garantía,positive
garantía,trust
garantía,positive
garantía,trust
garganta,disgust
garganta,negative
garra,anger
garra,fear
garra,negative
garras,anger
garras,fear
garras,negative
gastada,negative
gastado,negative
gasto,negative
gastos,negative
gatear,disgust
gatear,negative
gatito,joy
gatito,positive
gatito,trust
gato montés,negative
gaviota,negative
gelatina,disgust
gemelo,positive
gemida,disgust
gemida,negative
gemida,sadness
gemida,fear
gemida,sadness
gemida,fear
gemida,negative
gemida,sadness
gemida,fear
gemida,sadness
gemido,disgust
gemido,negative
gemido,sadness
gemido,fear
gemido,sadness
gemido,fear
gemido,negative
gemido,sadness
gemido,fear
gemido,sadness
general,positive
general,trust
generosidad,anticipation
generosidad,joy
generosidad,positive
generosidad,trust
generosidad,anticipation
generosidad,joy
generosidad,positive
generosidad,surprise
generosidad,trust
generoso,joy
generoso,positive
generoso,trust
genial,joy
genial,positive
genio,positive
gentil,positive
geranio,positive
geriátrico,negative
geriátrico,sadness
germen,anticipation
germen,disgust
germinación,anticipation
gestión interna,positive
gestionar,positive
gestionar,trust
ghetto,disgust
ghetto,fear
ghetto,negative
ghetto,sadness
gigante,fear
gigante,negative
gigante,fear
gigantesco,positive
gimnasta,positive
gimoteo,disgust
gimoteo,negative
gimoteo,sadness
gitano,negative
glacial,negative
gladiador,fear
gloria,anticipation
gloria,joy
gloria,positive
gloria,trust
glorificación,joy
glorificación,positive
glorificar,anticipation
glorificar,joy
glorificar,positive
glorificar,surprise
glorificar,trust
glotonería,disgust
glotonería,negative
gnomo,anger
gnomo,disgust
gnomo,fear
gnomo,negative
gobernador,trust
gobernador,positive
gobernador,trust
gobernar,positive
gobernar,trust
gobierno,fear
gobierno,negative
gofre,anger
gofre,negative
gofre,sadness
golpe,anger
golpe,surprise
golpe,anger
golpe,fear
golpe,negative
golpe,surprise
golpeada,positive
golpeado,positive
golpear,anger
golpear,negative
golpear,anger
golpear,negative
golpear,negative
golpecitos,anger
gonorrea,anger
gonorrea,disgust
gonorrea,fear
gonorrea,negative
gonorrea,sadness
gorda,disgust
gorda,negative
gorda,sadness
gordo,disgust
gordo,negative
gordo,sadness
gorila,negative
gorra,anticipation
gorra,trust
gorrón,anger
gorrón,disgust
gorrón,negative
gota,disgust
gota,fear
gota,negative
gota,negative
grabadora,positive
gracia,positive
graciosamente,positive
graduación,anticipation
graduación,fear
graduación,joy
graduación,positive
graduación,surprise
graduación,trust
gradual,anticipation
gráfico,trust
gramática,trust
granada,fear
granada,negative
granate,positive
granate,negative
grandeza,positive
grandeza,joy
grandeza,positive
grandeza,surprise
grandeza,trust
granizo,negative
granizo,positive
granizo,trust
granja,anticipation
grasiento,disgust
graso,disgust
graso,negative
graso,sadness
gratitud,joy
gratitud,positive
gratuito,disgust
gravamen,anger
gravamen,fear
gravamen,negative
gravamen,sadness
grave,anger
grave,fear
grave,negative
grave,sadness
gravedad,fear
gravedad,sadness
gravitar,anticipation
gravoso,fear
gravoso,negative
gravoso,sadness
gregario,positive
grieta,negative
grieta,negative
gripe,fear
gripe,negative
gris,disgust
gris,sadness
gritando,anger
gritando,disgust
gritando,fear
gritando,negative
gritar,anger
gritar,disgust
gritar,fear
gritar,negative
gritar,surprise
gritar,anger
gritar,surprise
grito,anger
grito,fear
grito,negative
grito,surprise
grito,anger
grito,fear
grito,negative
grito,sadness
grito,surprise
grito,anger
grito,fear
grito,negative
grito,surprise
grotesco,disgust
grotesco,negative
gruñida,anger
gruñida,fear
gruñida,negative
gruñida,anger
gruñida,disgust
gruñida,fear
gruñida,negative
gruñida,anger
gruñida,disgust
gruñida,negative
gruñida,anger
gruñida,negative
gruñido,anger
gruñido,fear
gruñido,negative
gruñido,anger
gruñido,disgust
gruñido,fear
gruñido,negative
gruñido,anger
gruñido,disgust
gruñido,negative
gruñido,anger
gruñido,negative
gruñón,anger
gruñón,disgust
gruñón,negative
gruñón,sadness
guardabosque,trust
guardada,trust
guardado,trust
guardaespaldas,positive
guardaespaldas,trust
guardería,joy
guardería,positive
guardería,trust
guardia,fear
guardia,positive
guardia,trust
guardián,positive
guardián,trust
guardián,anger
guardián,fear
guardián,negative
guardián,trust
guarida,fear
guarida,negative
guarida,negative
guarnición,positive
guarnición,trust
guay,positive
gubia,negative
guerra,fear
guerra,negative
guerra,anger
guerra,fear
guerra,negative
guerra,sadness
guerrero,anger
guerrero,fear
guerrero,positive
guerrilla,fear
guerrilla,negative
guía,positive
guía,trust
guía,positive
guía,trust
guillotina,anger
guillotina,anticipation
guillotina,disgust
guillotina,fear
guillotina,negative
guillotina,sadness
guión,positive
guisa,negative
gurú,positive
gurú,trust
gusano,disgust
gusano,negative
gusano,anticipation
gusano,negative
gusano,surprise
gusano del corazón,disgust
gusto,joy
gusto,positive
gusto,trust
hábil,positive
hábil,trust
habilitación,positive
habilitación,trust
habilitar,positive
habilitar,trust
habitat,positive
habitual,anticipation
habla,positive
hablador,negative
hablar,positive
habló,negative
hacedor,positive
hacer contrabando,fear
hacer contrabando,negative
hacer cumplir,anger
hacer cumplir,fear
hacer cumplir,negative
hacer cumplir,positive
hacerse un nida,positive
hacerse un nida,trust
hacerse un nido,positive
hacerse un nido,trust
hachís,negative
hacia atrás,negative
hacia atrás,disgust
hacia atrás,negative
hacia fuera,positive
haciendo campaña,anger
haciendo campaña,fear
haciendo campaña,negative
haciendo el amor,joy
haciendo el amor,positive
haciendo el amor,trust
halagüeño,joy
halagüeño,positive
halar,positive
halcón,fear
hambriento,anticipation
hambriento,negative
hambruna,negative
hambruna,sadness
harapos,disgust
harapos,negative
hasta ahora,negative
haz,joy
haz,positive
hazaña,anticipation
hazaña,joy
hazaña,positive
hazaña,surprise
hazlo,negative
heces,disgust
heces,negative
heces,disgust
heces,negative
hecho,trust
hechos,positive
hechos,trust
hedonismo,joy
hedonismo,negative
hedonismo,positive
hedor,disgust
hedor,negative
hembra,positive
hemorragia,disgust
hemorragia,fear
hemorragia,negative
hemorragia,sadness
hemorroides,negative
hemorroides,disgust
hemorroides,negative
herbario,positive
hereje,disgust
hereje,negative
herejía,negative
herencia,anticipation
herencia,joy
herencia,positive
herencia,surprise
herencia,trust
herida,anger
herida,fear
herida,negative
herida,sadness
herir,anger
herir,fear
herir,negative
herir,sadness
herir,anger
herir,fear
herir,negative
herir,sadness
hermafrodita,negative
hermafrodita,surprise
hermandad,anger
hermandad,positive
hermandad,sadness
hermandad,surprise
hermandad,trust
hermano,positive
hermano,trust
hermano,trust
hermoso,joy
hermoso,positive
hermoso,positive
héroe,anticipation
héroe,joy
héroe,positive
héroe,surprise
héroe,trust
heroica,positive
heroico,joy
heroico,positive
heroico,surprise
heroico,trust
heroína,negative
heroína,positive
heroína,trust
heroísmo,anticipation
heroísmo,joy
heroísmo,positive
heroísmo,surprise
heroísmo,trust
herpes,disgust
herpes,negative
herpesvirus,disgust
herpesvirus,negative
herrero,trust
hervir,disgust
hervir,negative
hervir a fuego lento,anger
hervir a fuego lento,anticipation
hidalgo,positive
hidalgo,trust
hidra,fear
hidra,negative
hidrocefalia,disgust
hidrocefalia,fear
hidrocefalia,negative
hidrocefalia,sadness
hiel,anger
hiel,disgust
hiel,negative
hierros,negative
higiénico,positive
hija,joy
hija,positive
hilaridad,joy
hilaridad,positive
hilas,negative
himno,anticipation
himno,joy
himno,positive
himno,sadness
himno,trust
hinchada,disgust
hinchada,negative
hinchada,negative
hinchada,negative
hinchado,disgust
hinchado,negative
hinchado,negative
hinchado,negative
hinchazón,fear
hinchazón,negative
hipérbole,negative
hipertrofia,disgust
hipertrofia,fear
hipertrofia,surprise
hipocresía,negative
hipócrita,disgust
hipócrita,negative
hipócrita,disgust
hipócrita,negative
hipoteca,fear
hipótesis,anticipation
hipótesis,surprise
hippie,negative
hiriente,anger
hiriente,disgust
hiriente,fear
hiriente,negative
hiriente,sadness
histeria,fear
histeria,negative
histérico,anger
histérico,fear
histérico,negative
hobby,joy
hobby,positive
hogar,positive
hojas perennes,joy
hojas perennes,positive
hojas perennes,trust
hollín,disgust
hollín,negative
holocausto,anger
holocausto,disgust
holocausto,fear
holocausto,negative
holocausto,sadness
hombro,positive
hombro,trust
homenaje,positive
homicida,anger
homicida,fear
homicida,negative
homicidio,anger
homicidio,disgust
homicidio,fear
homicidio,negative
homicidio,sadness
homicidio involuntario,anger
homicidio involuntario,disgust
homicidio involuntario,fear
homicidio involuntario,negative
homicidio involuntario,sadness
homicidio involuntario,surprise
homologia,positive
homosexualidad,negative
honestidad,positive
honestidad,trust
honesto,anger
honesto,disgust
honesto,fear
honesto,joy
honesto,positive
honesto,sadness
honesto,trust
hongo,disgust
hongo,negative
honor,positive
honor,trust
honorable,positive
honorable,trust
hora,anticipation
horca,anger
horca,fear
horca,negative
horca,sadness
horda,negative
horda,surprise
horizonte,anticipation
horizonte,positive
horno,anger
horóscopo,anticipation
horrendo,anger
horrendo,disgust
horrendo,fear
horrendo,negative
horrendo,sadness
horrible,anger
horrible,disgust
horrible,fear
horrible,negative
horrible,sadness
horrible,disgust
horrible,fear
horrible,negative
horrible,disgust
horrible,negative
horrible,disgust
horrible,fear
horrible,negative
horrible,sadness
horrible,anger
horrible,disgust
horrible,fear
horrible,negative
horrible,anger
horrible,disgust
horrible,fear
horrible,negative
horrible,sadness
horripilante,disgust
horripilante,fear
horripilante,negative
horripilante,sadness
horror,anger
horror,disgust
horror,fear
horror,negative
horror,sadness
horror,surprise
horrores,fear
horrores,negative
horrores,sadness
horrorizada,fear
horrorizada,negative
horrorizado,fear
horrorizado,negative
horrorosamente,disgust
horrorosamente,fear
horrorosamente,negative
horrorosamente,sadness
horrorosamente,surprise
horroroso,fear
horroroso,negative
hosco,anger
hosco,negative
hosco,sadness
hosco,anger
hosco,disgust
hosco,negative
hospicio,sadness
hospital,fear
hospital,sadness
hospital,trust
hospitalidad,positive
hostigamiento,anger
hostil,anger
hostil,disgust
hostil,fear
hostil,negative
hostil,anger
hostil,negative
hostil,sadness
hostil,anger
hostil,disgust
hostil,fear
hostil,negative
hostil,sadness
hostilidad,anger
hostilidad,disgust
hostilidad,negative
hostilidades,anger
hostilidades,fear
hostilidades,negative
hueco,negative
hueco,sadness
huelga,anger
huelga,negative
huérfano,fear
huérfano,negative
huérfano,sadness
huida,fear
huido,fear
huir,fear
huir,negative
huir,negative
huir,sadness
humanidad,joy
humanidad,positive
humanidad,trust
humanitario,anticipation
humanitario,joy
humanitario,positive
humanitario,surprise
humanitario,trust
humano,positive
húmeda,disgust
húmedo,disgust
humildad,positive
humildad,trust
humilde,disgust
humilde,negative
humilde,positive
humilde,sadness
humilde,negative
humilde,sadness
humildemente,positive
humillación,anger
humillación,disgust
humillación,fear
humillación,negative
humillación,sadness
humillación,disgust
humillación,negative
humillación,sadness
humillada,positive
humillada,sadness
humillado,positive
humillado,sadness
humillante,disgust
humillante,negative
humillar,anger
humillar,negative
humillar,sadness
humo,negative
humorista,positive
humorístico,joy
humorístico,positive
hundida,disgust
hundida,fear
hundida,negative
hundida,sadness
hundido,disgust
hundido,fear
hundido,negative
hundido,sadness
hundimiento,fear
hundimiento,negative
hundimiento,negative
hundimiento,sadness
huracán,fear
huracán,negative
hurra,joy
hurra,positive
hurto,disgust
hurto,negative
hurto,anger
hurto,disgust
hurto,negative
ictericia,fear
ictericia,negative
idea equivocada,anger
idea equivocada,disgust
idea equivocada,fear
idea equivocada,negative
idealismo,positive
idiota,disgust
idiota,negative
idiota,anger
idiota,disgust
idiota,negative
idiota,negative
idiotez,anger
idiotez,disgust
idiotez,negative
idiotez,sadness
idolatría,disgust
idolatría,fear
idolatría,negative
ídolo,positive
iglesia,anticipation
iglesia,joy
iglesia,positive
iglesia,trust
ignorada,disgust
ignorada,negative
ignorado,disgust
ignorado,negative
ignorancia,negative
ignorante,disgust
ignorante,negative
ignorar,negative
igualdad,joy
igualdad,positive
igualdad,trust
igualmente,positive
ilegal,anger
ilegal,disgust
ilegal,fear
ilegal,negative
ilegal,sadness
ilegal,anger
ilegal,disgust
ilegal,fear
ilegal,negative
ilegal,sadness
ilegal,anger
ilegal,disgust
ilegal,negative
ilegal,sadness
ilegalidad,anger
ilegalidad,disgust
ilegalidad,fear
ilegalidad,negative
ilegible,negative
ilegítimo,anger
ilegítimo,disgust
ilegítimo,fear
ilegítimo,negative
ilegítimo,sadness
ilegítimo,surprise
ilícito,anger
ilícito,disgust
ilícito,fear
ilícito,negative
ilimitada,positive
ilimitado,positive
ilógico,negative
iluminación,joy
iluminación,positive
iluminación,surprise
iluminación,trust
iluminar,joy
iluminar,positive
iluminar,trust
iluminar,anticipation
iluminar,joy
iluminar,positive
iluminar,surprise
ilustración,joy
ilustración,positive
ilustración,trust
ilustrar,positive
ilustre,positive
imaginativo,positive
imán,positive
imán,trust
imbécil,anger
imbécil,surprise
imbécil,negative
imitación,negative
imitada,negative
imitado,negative
imitador,anger
imitador,disgust
imitador,negative
impaciencia,negative
impaciente,anticipation
impaciente,negative
imparcial,positive
imparcial,trust
imparcial,positive
imparcialidad,positive
imparcialidad,trust
impartir,positive
impartir,trust
impecable,positive
impecable,trust
impecable,positive
impecable,trust
impedir,negative
impenetrable,trust
imperfección,negative
imperfectamente,negative
impermeable,anger
impermeable,fear
impermeable,positive
impermeable,positive
impío,anger
impío,negative
impío,negative
impío,sadness
impío,fear
impío,negative
implacable,negative
implacable,anger
implacable,disgust
implacable,fear
implacable,negative
implacable,anger
implacable,negative
implacable,sadness
implicar,anger
implicar,negative
imponente,anticipation
imponente,fear
imponente,positive
impopular,disgust
impopular,negative
impopular,sadness
importancia,anticipation
importancia,positive
importante,positive
importante,trust
imposibilitar,anger
imposible,negative
imposible,sadness
imposición,negative
imposición,fear
imposición,negative
imposición,sadness
impostor,anger
impostor,disgust
impostor,negative
impotencia,fear
impotencia,negative
impotencia,sadness
impotencia,anger
impotencia,fear
impotencia,negative
impotencia,sadness
impotente,fear
impotente,negative
impotente,sadness
impotente,negative
impotente,anger
impotente,disgust
impotente,fear
impotente,negative
impotente,sadness
impracticable,negative
impredecible,negative
impredecible,surprise
impresión,positive
impresionable,trust
impresionar,positive
imprevisto,surprise
improductivo,negative
improductivo,negative
impropiedad,negative
improvisación,surprise
improvisada,negative
improvisado,negative
improvisar,anticipation
improvisar,positive
improvisar,surprise
imprudencia,anger
imprudencia,disgust
imprudencia,fear
imprudencia,negative
imprudencia,surprise
imprudente,negative
imprudente,sadness
imprudente,negative
impuesto,disgust
impuesto,negative
impuesto,negative
impuesto,sadness
impulso,anticipation
impulso,positive
impureza,disgust
impureza,negative
impuro,disgust
impuro,negative
imputación,negative
inaccesible,negative
inaceptable,negative
inaceptable,sadness
inactividad,negative
inactivo,positive
inadecuada,negative
inadecuada,sadness
inadecuada,negative
inadecuado,negative
inadecuado,sadness
inadecuado,negative
inadmisible,anger
inadmisible,disgust
inadmisible,negative
inaguantable,disgust
inaguantable,negative
inaguantable,sadness
inalámbrico,anger
inalámbrico,anticipation
inalámbrico,positive
inalámbrico,surprise
inalienable,positive
inamovible,negative
inamovible,positive
inamovible,trust
inane,negative
inanición,fear
inanición,negative
inanición,sadness
inaplicable,negative
inapropiada,anger
inapropiada,disgust
inapropiada,negative
inapropiada,sadness
inapropiado,anger
inapropiado,disgust
inapropiado,negative
inapropiado,sadness
inatención,anger
inatención,negative
inaudible,negative
inauguración,anticipation
inauguración,joy
inauguración,positive
inauguración,trust
inaugural,anticipation
incalculable,negative
incalculable,anticipation
incalculable,negative
incapacidad,negative
incapacidad,sadness
incapacidad,negative
incapaz,negative
incapaz,sadness
incapaz,joy
incapaz,positive
incapaz,trust
incapturable,anger
incapturable,negative
incapturable,sadness
incautación,fear
incendiario,anger
incendiario,fear
incendiario,negative
incendiario,surprise
incendio provocada,anger
incendio provocada,fear
incendio provocada,negative
incendio provocado,anger
incendio provocado,fear
incendio provocado,negative
incesante,negative
incesto,anger
incesto,disgust
incesto,fear
incesto,negative
incesto,sadness
incestuoso,disgust
incestuoso,negative
incidente,surprise
incienso,anger
incienso,negative
incierto,anger
incierto,disgust
incierto,fear
incierto,negative
incierto,surprise
incineración,negative
incisivo,positive
incitar,anger
incitar,anticipation
incitar,fear
incitar,negative
inclemente,negative
inclinación,trust
inclinación,positive
incluida,positive
incluido,positive
incluir,positive
inclusión,trust
inclusivo,positive
incluso,positive
incoherente,negative
incombustible,positive
incómoda,negative
incómoda,sadness
incómoda,negative
incomodidad,negative
incomodidad,sadness
incómodo,negative
incómodo,sadness
incómodo,negative
incomparable,positive
incompatible,anger
incompatible,disgust
incompatible,negative
incompatible,sadness
incompetencia,negative
incompetente,anger
incompetente,negative
incompetente,sadness
incompletitud,negative
incompleto,negative
incomprensible,negative
inconcebible,anger
inconcebible,disgust
inconcebible,fear
inconcebible,negative
inconcluso,negative
inconfirmada,anticipation
inconfirmado,anticipation
incongruente,anger
incongruente,negative
inconsciente,negative
inconsciente,negative
inconsecuencia,negative
inconsecuente,negative
inconsecuente,sadness
inconstitucional,negative
incontestable,positive
incontestable,trust
incontinencia,surprise
incontrolable,anger
incontrolable,anticipation
incontrolable,negative
incontrolable,surprise
inconveniente,anger
inconveniente,disgust
inconveniente,negative
inconveniente,sadness
incorpóreo,fear
incorpóreo,negative
incorpóreo,sadness
incorrecta,negative
incorrecta,negative
incorrecta,negative
incorrecto,negative
incorrecto,negative
incorrecto,negative
incredulidad,negative
incrédulo,anger
incrédulo,disgust
incrédulo,negative
increíble,negative
incrementar,positive
incriminación,fear
incriminación,negative
incriminación,sadness
incruento,positive
íncubo,disgust
íncubo,fear
íncubo,negative
incuestionable,positive
incuestionable,trust
incumplimiento,negative
incumplimiento,anger
incumplimiento,anticipation
incumplimiento,fear
incumplimiento,negative
incumplimiento,sadness
incurable,anger
incurable,disgust
incurable,fear
incurable,negative
incurable,sadness
incurrir en,negative
incursión,anger
incursión,negative
incursión,fear
incursión,negative
indecencia,anger
indecencia,disgust
indecente,disgust
indecente,negative
indecible,fear
indecible,negative
indecisión,negative
indeciso,negative
indeciso,anticipation
indeciso,fear
indeciso,negative
indefendible,fear
indefendible,negative
indefenso,fear
indefenso,negative
indefenso,sadness
indeleble,positive
indeleble,trust
indemne,positive
indemnidad,positive
indemnidad,trust
indemnizar,negative
independencia,anticipation
independencia,joy
independencia,positive
independencia,surprise
independencia,trust
indeseable,anger
indeseable,disgust
indeseable,fear
indeseable,negative
indeseable,sadness
indestructible,positive
indestructible,trust
indeterminada,negative
indeterminado,negative
indiferencia,negative
indiferencia,anger
indiferencia,disgust
indiferencia,fear
indiferencia,negative
indiferencia,sadness
indigente,fear
indigente,negative
indigente,sadness
indigente,negative
indigente,sadness
indignación,anger
indignación,disgust
indignación,negative
indignada,anger
indignada,negative
indignado,anger
indignado,negative
indignante,surprise
indigno de,disgust
indigno de,negative
indigno de confianza,anger
indigno de confianza,negative
indiscutiblemente,positive
indiscutiblemente,trust
indispuesto,negative
indispuesto,sadness
indistinto,negative
individualidad,positive
individualmente,positive
indivisible,trust
indiviso,positive
indolente,negative
indomable,fear
indomable,positive
indudable,positive
indudable,trust
indulgente,positive
indulgente,trust
indulgente,positive
inédito,anticipation
inédito,negative
inédito,sadness
inefable,positive
ineficacia,disgust
ineficacia,negative
ineficacia,sadness
ineficaz,negative
ineficaz,disgust
ineficaz,negative
ineficiente,negative
ineficiente,sadness
ineptitud,disgust
ineptitud,fear
ineptitud,negative
ineptitud,sadness
inepto,anger
inepto,disgust
inepto,negative
inequívocamente,positive
inequívoco,trust
inerte,negative
inesperada,anticipation
inesperada,fear
inesperada,joy
inesperada,negative
inesperada,positive
inesperada,surprise
inesperadamente,surprise
inesperado,anticipation
inesperado,fear
inesperado,joy
inesperado,negative
inesperado,positive
inesperado,surprise
inestabilidad,disgust
inestabilidad,fear
inestabilidad,negative
inestable,anger
inestable,disgust
inestable,fear
inestable,negative
inestable,fear
inestable,negative
inestable,surprise
inestable,fear
inevitable,negative
inexcusable,anger
inexcusable,disgust
inexcusable,negative
inexcusable,sadness
inexperiencia,negative
inexperto,negative
inexperto,negative
inexplicable,negative
inexplicable,surprise
inexplicable,anticipation
inexplicable,disgust
inexplicable,negative
inexplicable,sadness
inexplicable,trust
inexplicable,anticipation
inexplicable,negative
inexplicable,sadness
infalibilidad,trust
infalible,positive
infame,anger
infame,disgust
infame,fear
infame,negative
infame,anger
infame,disgust
infame,fear
infame,negative
infamia,negative
infamia,sadness
infancia,joy
infancia,positive
infanticidio,anger
infanticidio,anticipation
infanticidio,disgust
infanticidio,fear
infanticidio,negative
infanticidio,sadness
infantil,negative
infantil,anticipation
infantil,fear
infantil,joy
infantil,positive
infantil,surprise
infantil,anger
infantil,disgust
infantil,negative
infarto,fear
infarto,negative
infarto,surprise
infección,fear
infección,negative
infeccioso,disgust
infeccioso,fear
infeccioso,negative
infeccioso,sadness
infectar,disgust
infectar,negative
infelicidad,negative
infelicidad,sadness
infeliz,anger
infeliz,disgust
infeliz,negative
infeliz,sadness
inferior,negative
inferior,sadness
inferior,negative
inferior,sadness
inferior,anger
inferior,fear
inferior,negative
inferior,sadness
inferioridad,negative
infernal,anger
infernal,disgust
infernal,fear
infernal,negative
infernal,sadness
infestación,disgust
infestación,fear
infestación,negative
infidelidad,anger
infidelidad,disgust
infidelidad,fear
infidelidad,negative
infidelidad,sadness
infiel,anger
infiel,disgust
infiel,fear
infiel,negative
infiel,disgust
infiel,negative
infierno,anger
infierno,disgust
infierno,fear
infierno,negative
infierno,sadness
infierno,anger
infierno,fear
infierno,negative
infiltración,negative
infiltración,positive
infinito,positive
infinito,anticipation
infinito,joy
infinito,positive
infinito,trust
inflación,fear
inflación,negative
inflada,negative
inflado,negative
inflamación,negative
inflexible,negative
infligir,anger
infligir,fear
infligir,negative
infligir,sadness
infligir,anger
infligir,negative
influencia,negative
influencia,positive
influencia,positive
influenza,negative
influyente,positive
influyente,trust
información,positive
informador,negative
informar,trust
informe,negative
infracción,anger
infracción,negative
infracción,negative
infranqueable,negative
infrecuente,surprise
infringir,negative
infructuoso,negative
infructuoso,sadness
infundada,negative
infundada,negative
infundado,negative
infundado,negative
ingenio,positive
ingenio,positive
ingenioso,positive
ingenioso,joy
ingenioso,positive
ingenuo,negative
ingrato,anger
ingrato,disgust
ingrato,negative
ingresos,anticipation
ingresos,joy
ingresos,negative
ingresos,positive
ingresos,sadness
ingresos,trust
inhabilitar,fear
inhabilitar,negative
inhabilitar,sadness
inhibir,anger
inhibir,disgust
inhibir,negative
inhibir,sadness
inhóspito,negative
inhóspito,sadness
inhumanidad,negative
inhumanidad,sadness
inhumano,anger
inhumano,disgust
inhumano,fear
inhumano,negative
inhumano,sadness
inimitable,positive
inimitable,trust
ininteligible,negative
iniquidad,disgust
iniquidad,negative
injusticia,anger
injusticia,negative
injusticia,anger
injusticia,negative
injusticia,sadness
injustificable,anger
injustificable,disgust
injustificable,fear
injustificable,negative
injustificada,negative
injustificada,negative
injustificado,negative
injustificado,negative
injusto,negative
injusto,anger
injusto,disgust
injusto,negative
injusto,sadness
injusto,anger
injusto,negative
inmaculada,joy
inmaculada,positive
inmaculada,trust
inmaculada,positive
inmaculada,trust
inmaculado,joy
inmaculado,positive
inmaculado,trust
inmaculado,positive
inmaculado,trust
inmadurez,anger
inmadurez,anticipation
inmadurez,negative
inmaduro,anticipation
inmaduro,negative
inmanejable,disgust
inmanejable,negative
inmediación,surprise
inmediatamente,anticipation
inmediatamente,negative
inmediatamente,positive
inmenso,positive
inmersión,fear
inmersión,negative
inmigrante,fear
inminente,anticipation
inminente,fear
inminente,anticipation
inminente,fear
inmoral,anger
inmoral,disgust
inmoral,fear
inmoral,negative
inmoral,sadness
inmoralidad,anger
inmoralidad,disgust
inmoralidad,negative
inmortal,positive
inmortalidad,anticipation
inmunda,disgust
inmunda,negative
inmunda,disgust
inmunda,negative
inmundicia,disgust
inmundicia,negative
inmundo,disgust
inmundo,negative
inmundo,disgust
inmundo,negative
inmunización,trust
inmutable,negative
innovación,positive
innovar,positive
inocencia,positive
inocente,positive
inocente,positive
inocente,trust
inocentemente,positive
inoculación,anticipation
inoculación,trust
inocuo,positive
inoperante,anger
inoperante,negative
inoxidable,positive
inquebrantable,positive
inquebrantable,trust
inquietud,anticipation
inquietud,anticipation
inquietud,negative
inquietud,sadness
inquilino,positive
inquisitivo,positive
insalubre,disgust
insalubre,fear
insalubre,negative
insalubre,sadness
insano,anger
insano,fear
insano,negative
insatisfacción,negative
insatisfactorio,disgust
insatisfactorio,negative
insatisfecho,anger
insatisfecho,anticipation
insatisfecho,negative
insatisfecho,sadness
insatisfecho,surprise
insatisfecho,disgust
insatisfecho,negative
insatisfecho,sadness
inscribirse,anticipation
inscribirse,trust
insecto,disgust
insecto,fear
insecto,negative
inseguridad,fear
inseguridad,negative
inseguro,negative
inseguro,anger
inseguro,fear
inseguro,negative
inseguro,sadness
inseguro,fear
inseguro,negative
inseparable,joy
inseparable,positive
inseparable,trust
insidioso,anger
insidioso,disgust
insidioso,fear
insidioso,negative
insignias,positive
insignificancia,negative
insignificancia,negative
insignificancia,sadness
insignificante,anger
insignificante,negative
insignificante,sadness
insípida,negative
insípida,disgust
insípida,negative
insípido,negative
insípido,disgust
insípido,negative
insolente,negative
insolvencia,fear
insolvencia,negative
insolvencia,sadness
insolvencia,surprise
insolvente,fear
insolvente,negative
insolvente,sadness
insolvente,trust
insostenible,negative
insostenible,negative
inspector,positive
inspiración,anticipation
inspiración,joy
inspiración,positive
inspirada,joy
inspirada,positive
inspirada,surprise
inspirada,trust
inspirado,joy
inspirado,positive
inspirado,surprise
inspirado,trust
inspirar,anticipation
inspirar,joy
